Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
1654703071767220736,52.3344283,4.866517307,0.3839988708,0.0,-1.0,121.7038632,121.7038632
1654703264650460160,52.3344283,4.866517307,0.3843650818,0.0,-1.0,121.7038632,121.7038632
1654703458533661440,52.3344283,4.866517307,0.3844871521,0.0,-1.0,121.7038632,121.7038632
1654703653416824064,52.3344283,4.866517307,0.38454818729999996,0.0,-1.0,121.7038632,121.7038632
1654703849299947776,52.3344283,4.866517307,0.38473129270000006,0.0,-1.0,121.7038632,121.7038632
1654704046183032576,52.3344283,4.866517307,0.3849143982,0.0,-1.0,121.7038632,121.7038632
1654704244066077952,52.3344283,4.866517307,0.38509750369999995,0.0,-1.0,121.7038632,121.7038632
1654704442949083904,52.3344283,4.866517307,0.385219574,0.0,-1.0,121.7038632,121.7038632
1654704642832052992,52.3344283,4.866517307,0.385219574,0.0,-1.0,121.7038632,121.7038632
1654704843714981888,52.3344283,4.866517307,0.38528060909999995,0.0,-1.0,121.7038632,121.7038632
1654705045597872896,52.3344283,4.866517307,0.3854637146,0.0,-1.0,121.7038632,121.7038632
1654705248480723456,52.3344283,4.866517307,0.38582992549999995,0.0,-1.0,121.7038632,121.7038632
1654705452363535872,52.3344283,4.866517307,0.3861351013,0.0,-1.0,121.7038632,121.7038632
1654705657246309888,52.3344283,4.866517307,0.3863182068,0.0,-1.0,121.7038632,121.7038632
1654705863129043712,52.3344283,4.866517307,0.3864402771,0.0,-1.0,121.7038632,121.7038632
1654706070011739392,52.3344283,4.866517307,0.3865623474,0.0,-1.0,121.7038632,121.7038632
1654706277894396928,52.3344283,4.866517307,0.38662338259999995,0.0,-1.0,121.7038632,121.7038632
1654706486777014528,52.3344283,4.866517307,0.3867454529,0.0,-1.0,121.7038632,121.7038632
1654706696659594240,52.3344283,4.866517307,0.38705062869999995,0.0,-1.0,121.7038632,121.7038632
1654706907542134784,52.3344283,4.866517307,0.38723373409999995,0.0,-1.0,121.7038632,121.7038632
1654707119424636416,52.3344283,4.866517307,0.38723373409999995,0.0,-1.0,121.7038632,121.7038632
1654707332307098112,52.3344283,4.866517307,0.3872947693,0.0,-1.0,121.7038632,121.7038632
1654707546189521664,52.3344283,4.866517307,0.3883934021,0.0,-1.0,121.7038632,121.7038632
1654707761071906560,52.3344283,4.866517307,0.38900375369999995,0.0,-1.0,121.7038632,121.7038632
1654707976954253056,52.3344283,4.866517307,0.3893089294,0.0,-1.0,121.7038632,121.7038632
1654708193836559616,52.3344283,4.866517307,0.38961410520000006,0.0,-1.0,121.7038632,121.7038632
1654708411718825984,52.3344283,4.866517307,0.38961410520000006,0.0,-1.0,121.7038632,121.7038632
1654708630601056000,52.3344283,4.866517307,0.38961410520000006,0.0,-1.0,121.7038632,121.7038632
1654708850483245312,52.3344283,4.866517307,0.38955307009999995,0.0,-1.0,121.7038632,121.7038632
1654709071365396224,52.3344283,4.866517307,0.3894920349,0.0,-1.0,121.7038632,121.7038632
1654709293247508992,52.3344283,4.866517307,0.38943099979999996,0.0,-1.0,121.7038632,121.7038632
1654709516129582592,52.3344283,4.866517307,0.3894920349,0.0,-1.0,121.7038632,121.7038632
1654709740011616512,52.3344283,4.866517307,0.38961410520000006,0.0,-1.0,121.7038632,121.7038632
1654709964893611008,52.3344283,4.866517307,0.38961410520000006,0.0,-1.0,121.7038632,121.7038632
1654710190775567872,52.3344283,4.866517307,0.38961410520000006,0.0,-1.0,121.7038632,121.7038632
1654710417657485312,52.3344283,4.866517307,0.39431381229999996,0.0,-1.0,121.7038632,121.7038632
1654710645539365376,52.3344283,4.866517307,0.39095687869999995,0.0,-1.0,121.7038632,121.7038632
1654710874421201152,52.33440009,4.866608167,0.3872947693,0.0,-1.0,118.091654,118.091654
1654711104303001088,52.33439268,4.8666533460000005,0.3853416443,0.18999999760000003,220.078125,117.97106780000001,117.97106780000001
1654711335184759040,52.33438769,4.866678994,0.383266449,0.18999999760000003,227.109375,123.65738529999999,123.65738529999999
1654711567066482688,52.33438346,4.866698943,0.3830223083,0.18999999760000003,224.6484375,122.3180858,122.3180858
1654711799948166912,52.33437981,4.8667146169999995,0.38271713259999995,0.18999999760000003,224.6484375,121.27754479999999,121.27754479999999
1654712033829811200,52.33437745,4.866717882,0.38271713259999995,0.18618767449999998,-1.0,218.32679240000002,218.32679240000002
1654712268711417344,52.33437489,4.8667236780000005,0.38183477520000003,0.18190611559999997,-1.0,218.30778840000002,218.30778840000002
1654712504592985088,52.33437267,4.866730489,0.38168001170000004,0.17733760010000002,-1.0,218.373149,218.373149
1654712741474513408,52.33437065,4.866737928,0.3809904754,0.17265900550000002,-1.0,218.4970393,218.4970393
1654712979356002304,52.33436784,4.866745961,0.3803827167,0.16835804350000003,-1.0,218.5940954,218.5940954
1654713218237449984,52.33436668,4.866752583,0.3798920214,0.001399937625,-1.0,218.78699530000003,218.78699530000003
1654713458118862336,52.33436185,4.8667656180000005,0.37944418189999995,0.001364687053,-1.0,218.9890961,218.9890961
1654713699000235008,52.3343581,4.866775554,0.3791143894,0.0013684792989999998,-1.0,219.1746695,219.1746695
1654713940881569280,52.3343561,4.8667838439999995,0.3788986206,0.001394866704,-1.0,216.71731609999998,216.71731609999998
1654714183762864896,52.3343559,4.866790981,0.37871828679999997,0.0013971387479999999,-1.0,216.25146119999997,216.25146119999997
1654714427644121088,52.33435656,4.866795038999999,0.3785636425,0.001372781985,-1.0,215.9653423,215.9653423
1654714672525337600,52.33435782,4.866799026,0.37843960520000003,0.001351569094,-1.0,215.66711809999998,215.66711809999998
1654714918406516736,52.33435993,4.866810948,0.3788000643,0.001979000021,-1.0,214.82168190000002,214.82168190000002
1654715165287656448,52.33436256,4.866828934,0.37908136840000006,0.003603778027,-1.0,213.56119130000002,213.56119130000002
1654715413168757504,52.33436523,4.86685087,0.37928804759999996,0.005969360143000001,-1.0,212.0394269,212.0394269
1654715662049818880,52.33436776,4.86688228,0.3793677986,0.6926043506999999,76.29248531,212.4837184,212.4837184
1654715911930840576,52.33436937,4.866910421,0.37943291659999995,0.7056159061,76.29012229,210.60067489999997,210.60067489999997
1654716162811825408,52.33437008,4.866928906,0.3794861734,0.11121399539999999,-1.0,206.8088188,206.8088188
1654716414692769792,52.33437013,4.866940114,0.3795297146,0.01755024987,-1.0,206.1037129,206.1037129
1654716668573636352,52.33436963,4.866952215,0.3808077276,1.2672214099999999e-06,-1.0,205.1791904,205.1791904
1654716923454464256,52.3343692,4.866962013999999,0.3804350495,1.475770837e-05,-1.0,204.52166100000002,204.52166100000002
1654717179335252992,52.33436886,4.866969923,0.3799088895,0.000120889189,-1.0,203.9939133,203.9939133
1654717436216003072,52.33436858,4.866976353,0.37929019329999997,0.0002950857485,-1.0,203.56753730000003,203.56753730000003
1654717694096713728,52.33436836,4.866981576000001,0.378772527,0.0005038682875,-1.0,203.2236127,203.2236127
1654717952977384192,52.33436818,4.8669858260000005,0.3782933354,0.0007248684614,-1.0,202.9461915,202.9461915
1654718212858018304,52.33436804,4.866989268,0.3778788149,0.0009420142587,-1.0,202.7233406,202.7233406
1654718473738613504,52.33436792,4.866992071,0.37752828,0.001146928834,-1.0,202.5434773,202.5434773
1654718735619169792,52.33436783,4.866994348,0.3772191107,0.001333621945,-1.0,202.39858230000002,202.39858230000002
1654718998499686656,52.33436776,4.86699619,0.3769548535,0.001498519111,-1.0,202.28231159999999,202.28231159999999
1654719262380164608,52.3343677,4.8669976880000005,0.3767163455,0.0016416034160000002,-1.0,202.1885398,202.1885398
1654719527260604672,52.33436766,4.866998912,0.3765099645,0.001763962315,-1.0,202.1124552,202.1124552
1654719793141005568,52.33436765,4.8669992230000005,0.3763188422,0.001774675487,-1.0,202.0931955,202.0931955
1654720060021367296,52.33436763,4.866999521,0.37615126369999996,0.0017860675930000001,-1.0,202.0747948,202.0747948
1654720327901689344,52.33436762,4.866999806,0.3760029674,0.0017978902799999999,-1.0,202.0571985,202.0571985
1654720596781972480,52.33436753,4.867002197,0.3758594096,0.002152261472,-1.0,201.9116561,201.9116561
1654720866662216960,52.33436734,4.867006583,0.37573078270000004,0.002860533471,-1.0,201.65377869999998,201.65377869999998
1654721137542421504,52.33436708,4.867012569,0.37560334799999995,0.003878295222,-1.0,200.0,200.0
1654721418060110592,52.33436706,4.867013077,0.37560334799999995,-1.0,-1.0,116.6799364,116.6799364
1654721698629075456,52.33436706,4.8670130789999995,0.37560334799999995,-1.0,-1.0,116.6803879,116.6803879
1654721993531420672,52.33436703,4.867013706,0.37560334799999995,-1.0,-1.0,154.6381438,154.6381438
1654722288467087616,52.33436703,4.867013707,0.37560334799999995,-1.0,-1.0,154.63910259999997,154.63910259999997
